id,nome,numero,amostra,coleta,entrada,tipo1_ativo,tipo1_id,ph,tipo2_ativo,tipo2_id,Temperatura,tipo3_ativo,tipo3_id,Turbidez,tipo4_ativo,tipo4_id,Cor,tipo5_ativo,tipo5_id,Temperatura Ar,tipo6_ativo,tipo6_id,Nitrato,tipo7_ativo,tipo7_id,Nitrito,tipo8_ativo,tipo8_id,Nitrogênio Amoniacal Total,tipo9_ativo,tipo9_id,OD,tipo10_ativo,tipo10_id,DBO,concluido,processo_id,tipo_padrao,ponto,conclusao,tipo11_ativo,tipo11_id,Cloreto,tipo12_ativo,tipo12_id,Clorofila a,tipo13_ativo,tipo13_id,Fósforo Total,tipo14_ativo,tipo14_id,Salinidade,tipo15_ativo,tipo15_id,Condutividade elétrica,tipo16_ativo,tipo16_id,Sólidos suspensos totais,tipo17_ativo,tipo17_id,Sólidos totais dissolvidos,tipo18_ativo,tipo18_id,Sólidos totais,tipo19_ativo,tipo19_id,Coliformes Termotolerantes,tipo20_ativo,tipo20_id,Alcalinidade total,itens,data_conclusao,dentro,tipo21_ativo,tipo21_id,Alcalinidade em Hidrogênio,tipo22_ativo,tipo22_id,Alcalinidade em Carbonato,tipo23_ativo,tipo23_id,Alcalinidade em Bicarbonato,tipo24_ativo,tipo24_id,tipo24_resultado,tipo25_ativo,tipo25_id,Sulfato,legenda_padrao,emitido,impresso,x,y,processo_id2,fisicoquimica,codigo_instituicao,codigo_hidro,latitude,longitude,tipo26_ativo,tipo26_id,tipo26_resultado,tipo27_ativo,tipo27_id,tipo27_resultado,tipo28_ativo,tipo28_id,tipo28_resultado,tipo29_ativo,tipo29_id,tipo29_resultado,tipo30_ativo,tipo30_id,tipo30_resultado,hora_coleta,hora_entra_laboratorio,demanda,parametro_tipologia_id
6763,Modelo Padrão DIs,108/2015,Efluente Industrial Tratado,2015-04-07 00:00:00,2015-04-07 00:00:00,True,1,8.3,True,2,42.1,True,3,0.1,True,126,1.8,True,146,12.8,True,149,396,False,0,,False,0,,False,0,,False,0,,True,",",pela Portaria SEMACE 154/02 Art.2°,Caixa de inspeção empresa Filati Indústria de Malhas - Av Parque Norte - 2 - 570 - Distrito Industrial I. Maracanaú/CE.,"Dentre as análises efetuadas, a amostra apresentou os parâmetros <b> Temperatura e Sulfeto </b> em desacordo com os padrões estabelecidos  pela Portaria SEMACE 154/02 Art.2°",False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,10,2016-03-10 09:58:54.155626,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,Padrões SEMACE para lançamento na Rede Pública de Esgoto e Distritos Industriais.,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
6810,Água doce Classe 2 – Ambiente Lótico,158/2015,Água do rio Malcozinhado.,2015-05-05 00:00:00,2015-05-06 00:00:00,True,105,6.5,True,106,20.9,True,107,457,True,108,30.8,True,109,1.8,True,110,0.5,True,111,1.1,True,112,Zero,True,116,3.1,True,117,4.2,True,",",para Classe 2 pela Resolução CONAMA 357/05,Bacia Metropolitana - Sob a ponte da rodovia CE-283 que liga Cascavel a Caponga (1º ponto sentido Cascavel/Caponga).Cascavel/CE,"Dentre as análises efetuadas, a amostra apresentou os parâmetros <b> Cor, OD e Fósforo Total </b> em desacordo com os padrões estabelecidos pela Resolução CONAMA 357/05.",True,94,359,True,119,118,True,120,5,True,156,0.7,True,122,40,True,308,0.2,True,102,352,False,0,,False,0,,False,0,,20,2015-05-18 14:16:14.745888,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2.   <br><b>(NMP)</b> – Número mais provável",True,True,583370.0,9546118.0,,True,,,,,,,,,,,,,,,,,,,,,,,
6868,Água doce Classe 2 – Ambiente Lótico,198/2015,Água do rio Jaguaribe.,2015-05-20 00:00:00,2015-05-21 00:00:00,True,105,7.2,True,106,2.5,True,107,35,True,108,29,True,109,0.7,True,110,0.002,True,111,0.1,True,112,Zero,True,116,6,True,117,4,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia do Baixo Jaguaribe - Junção do rio Jaguaribe com rio Banabuiú, à jusante do lançamento do efluente da ETE do SAAE no Sítio do Laurinho. Limoeiro do Norte/CE.","Dentre as análises efetuadas, a amostra apresentou os parâmetros <b>Fósforo Total e Coliformes Termotolerantes</b> em desacordo com os padrões estabelecidos pela Resolução CONAMA 357/05.",True,94,443,True,119,32,True,120,ND,True,156,4.9,True,122,9000,True,308,0.1,True,102,288,False,0,,False,0,,False,0,,20,2015-06-08 16:45:26.260033,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2.   <br><b>(NMP)</b> – Número mais provável. <b>(ND)</b> - Não Determinado.",True,True,599635.0,9433381.0,,True,,,,,,,,,,,,,,,,,,,,,,,
6873,Lançamento no Solo - Fontes Poluidoras,223/2015,Efluente de Lavagem de Veículos.,2015-06-01 00:00:00,2015-06-02 00:00:00,True,16,7,True,17,32.2,True,18,Zero,True,21,Ausente,True,23,39.2,True,25,80.8,True,126,0.1,True,27,Zero,True,24,4,True,96,0.3,True,241661,pela Portaria SEMACE 154/02 Art.4°,Separador de água e óleo - SAO.,"Dentre as análises efetuadas, a amostra apresentou-se de acordo com os padrões estabelecidos  pela Portaria SEMACE 154/02 Art.4°",False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,10,2015-06-08 16:39:12.408502,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Padrões SEMACE para lançamento em Recursos Hídricos e Solo.,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
6908,Águas Salinas Classe 1,253/2015,Água.,2015-05-24 00:00:00,2015-06-25 00:00:00,True,167,8.3,True,108,32.2,True,169,65,True,201,4.8,True,194,4.1,True,118,8.47,True,177,11,True,47,0.63,True,240,513,True,202,1.2,True,253286,para Classe 2 pela Resolução CONAMA 357/05,Mapa P10.,"Dentre as análises efetuadas, a amostra apresentou os parâmetros <b> Turbidez, Fósforo Total, Nitrogênio Amoniacal      Total, Subst.Solúveis em Hexano, Nitrito e Coliformes Termotolerantes </b> em desacordo com os padrões estabelecidos   pela Resolução CONAMA 357/05.",True,21,Ausente,True,157,4.4,True,170,0.4,True,171,0.335,True,206,78,True,316,12.8,True,175,8.6,True,176,2226.8,True,274,115.5,True,187,10.4,25,2015-07-17 08:38:26.107783,0.0,True,267,0.01,False,0,,True,122,16000,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas salobras classe 1.<br><b>(NMP)</b> – Número mais provável.      <b>(ND)</b> - Não Determinado.",True,True,528791.0,9586860.0,,True,,,,,,,,,,,,,,,,,,,,,,,
7010,Água doce Classe 2 – Ambiente Lêntico,348/2015,Água do Açude Castanhão.,2015-08-06 00:00:00,2015-08-07 00:00:00,True,105,6.4,True,108,27,True,107,8,True,106,1.2,True,109,0.3,True,110,0.002,True,153,0.09,True,112,13,True,116,6.7,True,117,1,True,239343,para Classe 2 pela Resolução CONAMA 357/05,P53 - Superfície (Manhã) - Açude Público Padre Cícero - Município de Nova Jaguaribara/CE.,"Dentre as análises efetuadas, a amostra apresentou o parâmetro <b>Fósforo Total</b> em desacordo com o padrão estabelecido pela Resolução CONAMA 357/05.",True,94,287,False,0,,True,119,51,True,120,12,True,158,0.15,True,59,0.13,True,102,252,True,122,Zero,False,0,,False,0,,25,2015-08-21 13:48:41.850849,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2, ambiente lêntico.<br><b>(NMP)</b> – Número mais provável.      ",True,True,553518393.0,9391447221.0,,True,,,,,,,,,,,,,,,,,,,,,,,
7230,Potabilidade,540/2015,Água.,2015-11-04 00:00:00,2015-11-04 00:00:00,True,71,5.6,True,72,2,True,75,0.24,True,96,,True,76,6,True,78,Ausente,True,79,Ausente,True,80,6,True,82,158,True,83,24,True,",",pela Portaria 2914/11 do Ministério da Saúde.,"Poço Profundo - Rua 16 Casa 194,Conjunto Nova Assunção - Vila Velha - Fortaleza/CE","Dentre as análises efetuadas, a amostra apresentou os parâmetros <b> pH e Nitrato </b> em desacordo com os padrões estabelecidos  pela Portaria 2914/11 do Ministério da Saúde.",True,84,23.8,True,86,116.6,True,87,78.4,True,90,12,True,91,0.005,True,92,38,True,93,0.06,True,94,761,True,95,0.02,True,99,17,25,2015-11-17 16:15:16.354973,0.0,True,103,370,True,263,Zero,False,0,,False,0,,False,0,,Padrão de potabilidade estabelecido pela Portaria 2914/11 do Ministério da Saúde   <b>(NMP)</b> – Número mais provável,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
7231,Lançamento no Solo - Fontes Poluidoras,548/2015,Efluente industrial tratado,2015-11-09 00:00:00,2015-11-10 00:00:00,True,16,7.1,True,17,30.1,True,18,Zero,True,21,Ausente,True,23,72.8,True,25,993.5,True,126,0.7,True,27,16000,True,24,8.8,True,290,86.2,True,234143,pela Portaria SEMACE 154/02 Art.4°,Saída final da E.T.E,"Dentre as análises efetuadas, a amostra apresentou os parâmetros <b> DQO,  Coliformes Fecais   e   Amônia Total </b> em desacordo com os padrões estabelecidos  pela Portaria SEMACE N.° 154/02, Art.4°",True,125,7,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,15,2015-11-18 13:39:13.497341,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,Padrões SEMACE para lançamento em recursos hídricos e solo.,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
7253,Lançamento no Solo - Fontes Poluidoras,581/2015,Efluente Industrial Tratado.,2015-10-19 00:00:00,2015-10-20 00:00:00,True,16,7.6,True,17,28.3,True,18,Zero,True,21,Ausente,True,23,2,True,25,12,True,126,0.01,True,27,Zero,True,24,12.8,True,147,4,True,220735,pela Portaria SEMACE 154/02 Art.4°,Saída do Caixa de Inspeção.,"Dentre as análises efetuadas, a amostra apresentou-se de acordo com os padrões estabelecidos  pela Portaria SEMACE 154/02 Art.4°",True,290,< LD,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,15,2015-11-26 11:00:05.995872,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Padrões SEMACE para lançamento em recursos hídricos e solo.<br> <b> (NMP)</b> - Número mais provável. <b> (LD) </b> - Limite de detecção.,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
7307,Água doce Classe 2 – Ambiente Lótico,552/2015,Água do rio Jaguaribe.,2015-11-09 00:00:00,2015-11-10 00:00:00,True,105,8.5,True,106,3.5,True,107,39,True,108,28.1,True,109,0.3,True,110,0.01,True,111,0.1,True,112,Zero,True,116,8.7,True,117,2,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia do Médio Jaguaribe - Sob a ponte da Rodovia CE-269, à jusante da Barragem do Açude Castanhão.Nova Jaguaribara/CE.","Dentre as análises efetuadas, a amostra apresentou os parâmetros<b> Fósforo Total e Coliformes Termotolerantes</b> em desacacordo com os padrões estabelecidos pela Resolução CONAMA 357/05.",True,94,414,True,119,64.7,True,120,ND,True,310,0.2,True,122,1300,True,102,320,True,527,0.2,False,0,,False,0,,False,0,,20,2018-10-11 14:06:08.403075,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2.   <br><b>(NMP)</b> - Número mais provável. <b> (ND) </b> - Não Determinado.",True,True,562788.0,9395023.0,,True,,,,,,,,,,,,,,,,,,,,,,,
7401,Água doce Classe 2 – Ambiente Lótico,39/2016,Água do Rio Choró.,2016-02-16 00:00:00,2016-02-16 00:00:00,True,105,7.6,True,106,3.3,True,107,44,True,108,29.2,True,109,0.2,True,110,0.004,True,111,0.18,True,112,5,True,116,6.3,True,117,4.3,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia Metropolitana - Sob a ponte da Rodovia BR-116, Km 66, na sede do município de Chorozinho/CE.","Dentre as análises efetuadas, a amostra apresentou os parâmetros  <b> Fósforo Total e Sólidos Totais Dissolvidos </b> em desacordo com os padrões estabelecidos  pela Resolução CONAMA N.° 357/05.",True,212,911,True,119,208,True,120,ND,True,156,0.22,True,122,500,True,308,0.45,True,102,1352,True,273,3.2,True,184,1352,True,441,28.7,20,2016-03-22 09:08:11.282231,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2.  <br> <b>(NMP)</b> – Número Mais Provável. <b>(ND)</b> - Não Determinado",True,True,555451.0,9523890.0,,True,,,,,,,,,,,,,,,,,,,,,,,
7449,Águas Salobras Classe 1,78/2016,Água do rio Ceará.,2016-02-25 00:00:00,2016-02-25 00:00:00,True,167,7.8,True,108,28.3,True,227,74,True,201,6.5,True,194,8.8,True,118,16.3,True,177,ND,True,47,1.3,True,102,14860,True,202,5.3,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia Metropolitana - Na foz do rio, na Av. Cel Carvalho, Barra do Ceará, após Estação Elevatória da CAGECE.Fortaleza/CE","Dentre as análises efetuadas, a amostra apresentou os parâmetros <b> Cor, Turbidez, Fósforo Total, Nitrogênio Amoniacal Total, Nitrito, Coliformes Termotolerantes e Subst. Solúveis em Hexano </b> em desacordo com os padrões estabelecidos  pela Resolução CONAMA N.° 357/05",True,170,0.2,True,171,0.211,True,206,458,True,116,7,True,175,6.1,True,154,19.8,True,122,,True,176,4820,True,157,24.8,False,0,,20,2017-03-06 09:32:22.699781,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas salobras classe 1.<br><b>(NMP)</b> – Número Mais Provável.      <b>(ND)</b> - Não Determinado.",True,True,545498.0,9590810.0,,True,,,,,,,,,,,,,,,,,,,,,,,
7620,Água doce Classe 2 – Ambiente Lótico,263/2016,Água do rio Jaguaribe.,2016-05-10 00:00:00,2016-05-11 00:00:00,True,105,8.3,True,106,0.6,True,107,20,True,108,29.8,True,109,2.6,True,110,0.01,True,111,0.01,True,112,Zero,True,116,7.7,True,117,1.8,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia do Medio Jaguaribe, na passagem molhada do Sítio França, no ponto de encontro do Rio Salgado com o Rio Jaguaribe - Distrito de Cruzeirinho - Icó/CE","Dentre as análises efetuadas, a amostra apresentou o parâmetro <b> Fósforo Total </b> em desacordo com o padrão estabelecido pela Resolução CONAMA N.° 357/05.",True,94,443,True,119,55.4,True,120,ND,True,156,0.4,True,122,Zero,True,308,0.2,True,102,274,False,0,,False,0,,False,0,,20,2016-06-15 14:27:08.608084,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2.  <br> <b>(NMP)</b> – Número Mais Provável. <b> (ND) </b> -Não Determinado",True,True,527369.0,9308790.0,,True,,,,,,,,,,,,,,,,,,,,,,,
7625,Lançamento no Solo - Fontes Poluidoras,344/2016,Efluente industrial tratado,2016-06-09 00:00:00,2016-06-09 00:00:00,True,16,7.6,True,17,31,True,18,Zero,True,21,Ausente,True,23,1.6,True,25,< LD,True,126,Zero,True,27,Zero,True,24,10.6,True,290,0.25,True,280182,pela Portaria SEMACE 154/02 Art.4°,Saída final da ETE,"Dentre as análises efetuadas, a amostra apresentou-se de acordo com os padrões estabelecidos  pela Portaria SEMACE N.° 154/02, Art.4°",True,147,75,True,252,0.5,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,15,2016-06-14 13:11:30.958872,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Padrões SEMACE para lançamento em recursos hídricos e solo. <b>(LD)</b> - Limite de Detecção. <br><b>(NMP)</b> - Número Mais Provável.,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
7632,Água doce Classe 2 – Ambiente Lótico,274/2016,Água do Rio Curu,2016-05-12 00:00:00,2016-05-13 00:00:00,True,105,7.3,True,106,15.9,True,107,351,True,108,31,True,109,1.8,True,110,0.004,True,111,0.7,True,112,13,True,116,7.1,True,117,1.4,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia do Curu, à jusante da captação do DNOCS-2, a 6 km da sede municipal - Paraipaba/CE.","Dentre as análises efetuadas, a amostra apresentou os parâmetros <b>Cor e Fósforo Total</b> em desacordo com os padrões estabelecidos pela Resolução CONAMA N.° 357/05.",True,94,934,True,119,244.4,True,120,ND,True,121,1,True,122,340,True,186,16,True,308,0.46,True,184,460,True,102,624,True,441,30,20,2016-06-16 08:50:30.097671,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2.   <b>(NMP)</b> – Número Mais Provável.   <br><b>(ND)</b> - Não Determinado.",True,True,483080.0,9614076.0,,True,,,,,,,,,,,,,,,,,,,,,,,
7664,Lançamento no Solo - Fontes Poluidoras,352/2016,Efluente industrial tratado.,2016-06-14 00:00:00,2016-06-14 00:00:00,True,16,8.5,True,17,28.1,True,18,Zero,True,21,Ausente,True,23,6.4,True,25,130,True,126,0.01,True,27,3000,True,24,13.6,True,291,15.3,True,282481,pela Portaria SEMACE 154/02 Art.4°,Caixa de inspeção.,"Dentre as análises efetuadas, a amostra apresentou o parâmetro<b> Amônia Total </b> em desacordo com o padrão estabelecido pela Portaria SEMACE N.° 154/02, Art.4°.",True,147,103,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,15,2016-06-21 10:12:35.639994,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,Padrões SEMACE para lançamento em recursos hídricos e solo.<br> <b>(NMP)</b> - Numero Mais Provável.,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
7717,Potabilidade,175/2016,Água da praia.,2016-04-08 00:00:00,2016-04-08 00:00:00,True,71,,True,72,,True,75,,True,96,,True,76,,True,78,,True,79,,True,80,,True,82,,True,83,,True,",",pela Portaria 2914/11 do Ministério da Saúde.,Ponto 46 - Barraca Estrela do Mar - Majorlândia.Aracati/CE.,"Dentre as análises efetuadas, a amostra apresentou-se de acordo com o padrão estabelecido pela Resolução CONAMA Nº 274/2000.",True,84,,True,86,,True,87,,True,90,,True,91,,True,92,,True,93,,True,94,,True,95,,True,99,,25,2016-07-01 11:05:09.94527,1.0,True,103,,True,122,Zero,False,0,,False,0,,False,0,,Padrão estabelecido pela Resolução CONAMA Nº 274/2000.<br><b>(NMP)</b> – Número mais provável,True,True,647530.0,9496526.0,,False,,,,,,,,,,,,,,,,,,,,,,,
7723,Potabilidade,169/2016,Água da praia.,2016-04-08 00:00:00,2016-04-08 00:00:00,True,71,,True,72,,True,75,,True,96,,True,76,,True,78,,True,79,,True,80,,True,82,,True,83,,True,",",pela Portaria 2914/11 do Ministério da Saúde.,Ponto 40 - Pousada Oca dos Índios - Tabubinha.Beberibe/CE.,"Dentre as análises efetuadas, a amostra apresentou-se de acordo com o padrão estabelecido pela Resolução CONAMA Nº 274/2000.",True,84,,True,86,,True,87,,True,90,,True,91,,True,92,,True,93,,True,94,,True,95,,True,99,,25,2016-07-01 11:10:06.264414,1.0,True,103,,True,122,Zero,False,0,,False,0,,False,0,,Padrão estabelecido pela Resolução CONAMA Nº 274/2000.<br><b>(NMP)</b> – Número mais provável,True,True,597243.0,9442586.0,,False,,,,,,,,,,,,,,,,,,,,,,,
7735,Potabilidade,157/2016,Água da praia.,2016-04-06 00:00:00,2016-04-06 00:00:00,True,71,,True,72,,True,75,,True,96,,True,76,,True,78,,True,79,,True,80,,True,82,,True,83,,True,",",pela Portaria 2914/11 do Ministério da Saúde.,Ponto 56 - Restaurante do Milton - Lagoinha. Paraipaba/CE.,"Dentre as análises efetuadas, a amostra apresentou-se de acordo com o padrão estabelecido pela Resolução CONAMA Nº 274/2000.",True,84,,True,86,,True,87,,True,90,,True,91,,True,92,,True,93,,True,94,,True,95,,True,99,,25,2016-07-01 11:31:52.763572,1.0,True,103,,False,0,,True,122,800,False,0,,False,0,,Padrão estabelecido pela Resolução CONAMA Nº 274/2000.<br><b>(NMP)</b> – Número mais provável,True,True,484315.0,9630296.0,,False,,,,,,,,,,,,,,,,,,,,,,,
7747,Potabilidade,145/2016,Água de praia,2016-04-05 00:00:00,2016-04-05 00:00:00,True,71,,True,72,,True,75,,True,96,,True,76,,True,78,,True,79,,True,80,,True,82,,True,83,,True,",",pela Portaria 2914/11 do Ministério da Saúde.,61 - Barraca da Lúcia - Almofala - Itarema/CE,"Dentre as análises efetuadas, a amostra apresentou-se de acordo com o padrão estabelecido pela Resolução CONAMA Nº 274/2000.",True,84,,True,86,,True,87,,True,90,,True,91,,True,92,,True,93,,True,94,,True,95,,True,99,,25,2016-07-05 14:34:14.144365,1.0,True,103,,False,0,,True,122,300,False,0,,False,0,,Padrão estabelecido pela Resolução CONAMA Nº 274/2000.<b>(NMP)</b> – Número Mais Provável,True,True,408623.0,9675982.0,,False,,,,,,,,,,,,,,,,,,,,,,,
7920,Resolução CONAMA 274/2000 - Balneabilidade,534/2016,Água de praia,2016-08-16 00:00:00,2016-08-16 00:00:00,True,446,534,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,True,",",Resolução CONAMA 274/2000,05L - Posto 5 - Entre a Praça 31 de Março e o Posto dos Bombeiros 04 - Fortaleza/CE.,Para avaliação do interessado.,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,25,2016-08-23 09:14:26.849607,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Metodologia de acordo com a Resolução CONAMA Nº 274/2000.,True,True,561309.0,9585906.0,,False,,,,,,,,,,,,,,,,,,,,,,,
7963,Resolução CONAMA 274/2000 - Balneabilidade,584/2016,Água de praia,2016-08-22 00:00:00,2016-08-22 00:00:00,True,446,9000,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,True,",",Resolução CONAMA 274/2000,12C - Posto 12 - Entre a Praia dos Botes e o Farol - Fortaleza/CE.,Para avaliação do interessado.,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,25,2016-08-24 08:53:53.778046,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Metodologia de acordo com a Resolução CONAMA Nº 274/2000.,True,True,558220.0,9589022.0,,False,,,,,,,,,,,,,,,,,,,,,,,
7964,Resolução CONAMA 274/2000 - Balneabilidade,594/2016,Água de praia.,2016-08-22 00:00:00,2016-08-22 00:00:00,True,446,20,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,True,",",Resolução CONAMA 274/2000,Posto 22 - Entre a Rua Padre Mororó e a Av. Alberto Nepomuceno - Fortaleza/CE,Para avaliação do interessado.,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,25,2016-08-24 08:54:53.576225,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Metodologia de acordo com a Resolução CONAMA Nº 274/2000.,True,True,552091.0,9588928.0,,False,,,,,,,,,,,,,,,,,,,,,,,
7981,Resolução CONAMA 274/2000 - Balneabilidade,574/2016,Água de praia,2016-08-22 00:00:00,2016-08-22 00:00:00,True,446,8,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,True,",",Resolução CONAMA 274/2000,02L - Posto 2 - Entre os Postos dos Bombeiros 07 e 08 - Fortaleza/CE.,Para avaliação do interessado.,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,25,2016-08-24 09:14:53.631701,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Metodologia de acordo com a Resolução CONAMA Nº 274/2000.,True,True,562300.0,9584014.0,,False,,,,,,,,,,,,,,,,,,,,,,,
8115,Água doce Classe 2 – Ambiente Lótico,526/2016,Água do Rio Jaguaribe.,2016-08-11 00:00:00,2016-08-12 00:00:00,True,105,7.9,True,106,3.7,True,107,38,True,108,33,True,109,1.3,True,110,0.003,True,111,0.13,True,112,Zero,True,116,5.8,True,117,3.5,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia do Alto Jaguaribe -Sob a ponte do Rio Jaguaribe na CE-187, Km 458.Arneiroz/CE.","Dentre as análises efetuadas, a amostra apresentou o parâmetro <b>Fósforo Total</b> em desacordo com o padrão estabelecido pela Resolução CONAMA 357/05.",True,212,579,True,119,93,True,120,ND,True,310,0.12,True,122,260,True,186,2.8,True,308,0.28,True,184,281,True,102,346,True,441,33,20,2016-09-21 16:36:23.780899,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas doces Classe 2.   <br><b>(NMP)</b> – Número mais provável. <b>(ND)</b>  -  Determinado.",True,True,371013.0,9301206.0,,True,,,,,,,,,,,,,,,,,,,,,,,
8161,Águas Salobras Classe 1,477/2016,Água do rio Maranguapinho.,2016-08-04 00:00:00,2016-08-04 00:00:00,True,167,7.6,True,108,26.6,True,227,613,True,201,22.5,True,194,0.7,True,212,1576,True,177,ND,True,47,5.1,True,265,ND,True,202,19.4,True,",",para Classe 2 pela Resolução CONAMA 357/05,"Bacia Metropolitana - Tabapuá/Caucaia. Próximo a divisa municipal com Fortaleza, margem esquerda, à jusante do Frifor.","Dentre as análises efetuadas, a amostra apresentou os parâmetros <b> Cor, Turbidez, Fósforo Total, Nitrogênio Amoniacal Total, Nitrato, OD, Coliformes Termotolerantes e Subst.Solúveis em Hexano </b> em desacordo com os padrões estabelecidos  pela Resolução CONAMA 357/05.",True,170,1.5,True,171,0.01,True,206,46,True,116,1,True,175,56,True,154,93,True,122,,True,176,274,True,157,16.8,True,102,1222,20,2018-03-23 13:24:14.450289,0.0,False,0,,False,0,,False,0,,False,0,,False,0,,"Padrões estabelecidos pela Resolução CONAMA Nº. 357/05, para águas salobras classe 1.<br><b>(NMP)</b> – Número mais provável.      <b>(ND)</b> - Não Determinado.",True,True,544274.0,9586466.0,,True,,,,,,,,,,,,,,,,,,,,,,,
8198,Resolução CONAMA 274/2000 - Balneabilidade,793/2016,Água de praia,2016-09-20 00:00:00,2016-09-20 00:00:00,True,446,Zero,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,True,",",Resolução CONAMA 274/2000,15C - Posto 15 - Entre a Volta da Jurema e a foz do Riacho Maceió - Fortaleza/CE.,Para avaliação do interessado.,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,,25,2016-09-22 10:45:41.570713,1.0,False,0,,False,0,,False,0,,False,0,,False,0,,Metodologia de acordo com a Resolução CONAMA Nº 274/2000.,True,True,556567.0,9588330.0,,False,,,,,,,,,,,,,,,,,,,,,,,
